Designator,Mid X,Mid Y,Rotation,Layer
D1,-1.25,0.0,90.0,top
J1,7.05,0.025,0.0,top
J2,-5.0,3.865,270.0,top
J3,-3.0,-6.2,270.0,top
R1,-1.25,8.5,270.0,top
R2,-1.25,4.3,90.0,top
R3,-1.2,-2.5,90.0,top
